Série	Numéro	Nom	Rareté	Nb Normal	Nb Ed1	Nb Reverse	Nb Spéciale	Alternative	Gradées	Image URL
Tempête Argentée	202/195	Lugia-VSTAR	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/202.jpg?class=hd
Tempête Argentée	203/195	Bayar	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/203.jpg?class=hd
Tempête Argentée	204/195	Gladys	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/204.jpg?class=hd
Tempête Argentée	205/195	Fille en Kimono	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/205.jpg?class=hd
Tempête Argentée	206/195	Peter	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/206.jpg?class=hd
Tempête Argentée	207/195	Serena	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/207.jpg?class=hd
Tempête Argentée	208/195	Marc	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/208.jpg?class=hd
Tempête Argentée	209/195	Ouvrière	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/209.jpg?class=hd
Tempête Argentée	210/195	Majaspic-VSTAR	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/210.jpg?class=hd
Tempête Argentée	211/195	Lugia-VSTAR	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/211.jpg?class=hd
Tempête Argentée	212/195	Échange d'Énergie	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/212.jpg?class=hd
Tempête Argentée	213/195	Marais Bouchebée	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/213.jpg?class=hd
Tempête Argentée	214/195	Poncho de Camouflage Feuillu	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/214.jpg?class=hd
Tempête Argentée	215/195	Énergie Garde-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/215.jpg?class=hd
Tempête Argentée	TG01	Roussil	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/216.jpg?class=hd
Tempête Argentée	TG02	Milobellus	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/217.jpg?class=hd
Tempête Argentée	TG03	Lainergie	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/218.jpg?class=hd
Tempête Argentée	TG04	Lippoutou	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/219.jpg?class=hd
Tempête Argentée	TG05	Gardevoir	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/220.jpg?class=hd
Tempête Argentée	TG06	Sepiatroce	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/221.jpg?class=hd
Tempête Argentée	TG07	Rocabot	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/222.jpg?class=hd
Tempête Argentée	TG08	Quartermac	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/223.jpg?class=hd
Tempête Argentée	TG09	Drakkarmin	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/224.jpg?class=hd
Tempête Argentée	TG10	Queulorior	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/225.jpg?class=hd
Tempête Argentée	TG11	Altaria	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/226.jpg?class=hd
Tempête Argentée	TG12	Mélokrik-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/227.jpg?class=hd
Tempête Argentée	TG13	Majaspic-V	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/228.jpg?class=hd
Tempête Argentée	TG14	Braségali-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/229.jpg?class=hd
Tempête Argentée	TG15	Braségali-VMAX	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/230.jpg?class=hd
Tempête Argentée	TG16	Zeraora-V	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/231.jpg?class=hd
Tempête Argentée	TG17	Mysdibule-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/232.jpg?class=hd
Tempête Argentée	TG18	Corvaillus-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/233.jpg?class=hd
Tempête Argentée	TG19	Corvaillus-VMAX	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/234.jpg?class=hd
Tempête Argentée	TG20	Rayquaza-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/235.jpg?class=hd
Tempête Argentée	TG21	Duralugon-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/236.jpg?class=hd
Tempête Argentée	TG22	Leuphorie-V	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/237.jpg?class=hd
Tempête Argentée	TG23	Amis de Galar	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/238.jpg?class=hd
Tempête Argentée	TG24	Chaz	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/239.jpg?class=hd
Tempête Argentée	TG25	Juge	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/240.jpg?class=hd
Tempête Argentée	TG26	Professeure Pimprenelle	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/241.jpg?class=hd
Tempête Argentée	TG27	Roy	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/242.jpg?class=hd
Tempête Argentée	TG28	Jean-Fleuret et Jean-Targe	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/243.jpg?class=hd
Tempête Argentée	TG29	Rayquaza-VMAX	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/244.jpg?class=hd
Tempête Argentée	TG30	Duralugon-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SIT/HD/245.jpg?class=hd
Origine Perdue	1/196	Mystherbe	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/1.jpg?class=hd
Origine Perdue	2/196	Ortide	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/2.jpg?class=hd
Origine Perdue	3/196	Rafflesia	4	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/3.jpg?class=hd
Origine Perdue	4/196	Paras	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/4.jpg?class=hd
Origine Perdue	5/196	Parasect	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/5.jpg?class=hd
Origine Perdue	6/196	Chenipotte	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/6.jpg?class=hd
Origine Perdue	7/196	Armulys	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/7.jpg?class=hd
Origine Perdue	8/196	Charmillon	4	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/8.jpg?class=hd
Origine Perdue	9/196	Blindalys	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/9.jpg?class=hd
Origine Perdue	10/196	Papinox	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/10.jpg?class=hd
Origine Perdue	11/196	Grainipiot	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/11.jpg?class=hd
Origine Perdue	12/196	Pifeuil	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/12.jpg?class=hd
Origine Perdue	13/196	Tengalice	4	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/13.jpg?class=hd
Origine Perdue	14/196	Rosélia	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/14.jpg?class=hd
Origine Perdue	15/196	Roserade	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/15.jpg?class=hd
Origine Perdue	16/196	Brocélôme	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/16.jpg?class=hd
Origine Perdue	17/196	Desséliande	4	0	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/17.jpg?class=hd
Origine Perdue	18/196	Larvadar	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/18.jpg?class=hd
Origine Perdue	19/196	Coléodôme	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/19.jpg?class=hd
Origine Perdue	20/196	Astronelle	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/20.jpg?class=hd
Origine Perdue	21/196	Limagma	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/21.jpg?class=hd
Origine Perdue	22/196	Volcaropod	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/22.jpg?class=hd
Origine Perdue	23/196	Chartor	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/23.jpg?class=hd
Origine Perdue	24/196	Funécire	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/24.jpg?class=hd
Origine Perdue	25/196	Mélancolux	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/25.jpg?class=hd
Origine Perdue	26/196	Lugulabre	4	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/26.jpg?class=hd
Origine Perdue	27/196	Goupelin-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/27.jpg?class=hd
Origine Perdue	28/196	Hélionceau	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/28.jpg?class=hd
Origine Perdue	29/196	Némélios	4	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/29.jpg?class=hd
Origine Perdue	30/196	Ptitard	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/30.jpg?class=hd
Origine Perdue	31/196	Têtarte	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/31.jpg?class=hd
Origine Perdue	32/196	Tarpaud	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/32.jpg?class=hd
Origine Perdue	33/196	Otaria	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/33.jpg?class=hd
Origine Perdue	34/196	Lamantine	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/34.jpg?class=hd
Origine Perdue	35/196	Hypotrempe	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/35.jpg?class=hd
Origine Perdue	36/196	Hypocéan	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/36.jpg?class=hd
Origine Perdue	37/196	Hyporoi	4	1	-1	1	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/37.jpg?class=hd
Origine Perdue	38/196	Lovdisc	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/38.jpg?class=hd
Origine Perdue	39/196	Sancoki	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/39.jpg?class=hd
Origine Perdue	40/196	Écayon	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/40.jpg?class=hd
Origine Perdue	41/196	Luminéon	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/41.jpg?class=hd
Origine Perdue	42/196	Blizzi	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/42.jpg?class=hd
Origine Perdue	43/196	Blizzaroi	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/43.jpg?class=hd
Origine Perdue	44/196	Bargantua de Hisui	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/44.jpg?class=hd
Origine Perdue	45/196	Paragruel de Hisui	4	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/45.jpg?class=hd
Origine Perdue	46/196	Couaneton	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/46.jpg?class=hd
Origine Perdue	47/196	Lakmécygne	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/47.jpg?class=hd
Origine Perdue	48/196	Kyurem-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/48.jpg?class=hd
Origine Perdue	49/196	Kyurem-VMAX	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/49.jpg?class=hd
Origine Perdue	50/196	Nigosier	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/50.jpg?class=hd
Origine Perdue	51/196	Blizzeval	4	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/51.jpg?class=hd
Origine Perdue	52/196	Pikachu	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/52.jpg?class=hd
Origine Perdue	53/196	Raichu	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/53.jpg?class=hd
Origine Perdue	54/196	Dynavolt	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/54.jpg?class=hd
Origine Perdue	55/196	Élecsprint	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/55.jpg?class=hd
Origine Perdue	56/196	Magnézone-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/56.jpg?class=hd
Origine Perdue	57/196	Magnézone-VSTAR	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/57.jpg?class=hd
Origine Perdue	58/196	Motisma-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/58.jpg?class=hd
Origine Perdue	59/196	Anchwatt	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/59.jpg?class=hd
Origine Perdue	60/196	Lampéroie	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/60.jpg?class=hd
Origine Perdue	61/196	Ohmassacre	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/61.jpg?class=hd
Origine Perdue	62/196	Mélofée	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/62.jpg?class=hd
Origine Perdue	63/196	Mélodelfe	3	0	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/63.jpg?class=hd
Origine Perdue	64/196	Fantominus	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/64.jpg?class=hd
Origine Perdue	65/196	Spectrum	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/65.jpg?class=hd
Origine Perdue	66/196	Ectoplasma	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/66.jpg?class=hd
Origine Perdue	67/196	M. Mime	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/67.jpg?class=hd
Origine Perdue	68/196	Lippoutou	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/68.jpg?class=hd
Origine Perdue	69/196	Gardevoir Radieux	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/69.jpg?class=hd
Origine Perdue	70/196	Ténéfix	4	0	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/70.jpg?class=hd
Origine Perdue	71/196	Mysdibule	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/71.jpg?class=hd
Origine Perdue	72/196	Polichombr	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/72.jpg?class=hd
Origine Perdue	73/196	Branette	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/73.jpg?class=hd
Origine Perdue	74/196	Cresselia	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/74.jpg?class=hd
Origine Perdue	75/196	Zorua de Hisui	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/75.jpg?class=hd
Origine Perdue	76/196	Zoroark de Hisui	4	1	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/76.jpg?class=hd
Origine Perdue	77/196	Sepiatop	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/77.jpg?class=hd
Origine Perdue	78/196	Sepiatroce	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/78.jpg?class=hd
Origine Perdue	79/196	Guérilande	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/79.jpg?class=hd
Origine Perdue	80/196	Mimiqui	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/80.jpg?class=hd
Origine Perdue	81/196	Spectreval	4	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/81.jpg?class=hd
Origine Perdue	82/196	Amovénus-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/82.jpg?class=hd
Origine Perdue	83/196	Caninos de Hisui	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/83.jpg?class=hd
Origine Perdue	84/196	Arcanin de Hisui	4	0	-1	1	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/84.jpg?class=hd
Origine Perdue	85/196	Tartard	3	0	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/85.jpg?class=hd
Origine Perdue	86/196	Machoc	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/86.jpg?class=hd
Origine Perdue	87/196	Machopeur	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/87.jpg?class=hd
Origine Perdue	88/196	Mackogneur	4	0	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/88.jpg?class=hd
Origine Perdue	89/196	Rhinocorne	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/89.jpg?class=hd
Origine Perdue	90/196	Rhinoféros	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/90.jpg?class=hd
Origine Perdue	91/196	Rhinastoc	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/91.jpg?class=hd
Origine Perdue	92/196	Ptéra-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/92.jpg?class=hd
Origine Perdue	93/196	Ptéra-VSTAR	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/93.jpg?class=hd
Origine Perdue	94/196	Simularbre	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/94.jpg?class=hd
Origine Perdue	95/196	Scorplane	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/95.jpg?class=hd
Origine Perdue	96/196	Scorvol	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/96.jpg?class=hd
Origine Perdue	97/196	Makuhita	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/97.jpg?class=hd
Origine Perdue	98/196	Hariyama	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/98.jpg?class=hd
Origine Perdue	99/196	Meditikka	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/99.jpg?class=hd
Origine Perdue	100/196	Charmina	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/100.jpg?class=hd
Origine Perdue	101/196	Relicanth	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/101.jpg?class=hd
Origine Perdue	102/196	Tritosor	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/102.jpg?class=hd
Origine Perdue	103/196	Kungfouine	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/103.jpg?class=hd
Origine Perdue	104/196	Shaofouine	2	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/104.jpg?class=hd
Origine Perdue	105/196	Démétéros	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/105.jpg?class=hd
Origine Perdue	106/196	Opermine	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/106.jpg?class=hd
Origine Perdue	107/196	Golgopathe	4	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/107.jpg?class=hd
Origine Perdue	108/196	Strassie	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/108.jpg?class=hd
Origine Perdue	109/196	Rocabot	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/109.jpg?class=hd
Origine Perdue	110/196	Hexadron	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/110.jpg?class=hd
Origine Perdue	111/196	Dolman	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/111.jpg?class=hd
Origine Perdue	112/196	Mimigal	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/112.jpg?class=hd
Origine Perdue	113/196	Migalos	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/113.jpg?class=hd
Origine Perdue	114/196	Cornèbre	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/114.jpg?class=hd
Origine Perdue	115/196	Corboss	3	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/115.jpg?class=hd
Origine Perdue	116/196	Séviper	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/116.jpg?class=hd
Origine Perdue	117/196	Spiritomb	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/117.jpg?class=hd
Origine Perdue	118/196	Drascore-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/118.jpg?class=hd
Origine Perdue	119/196	Drascore-VSTAR	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/119.jpg?class=hd
Origine Perdue	120/196	Darkrai	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/120.jpg?class=hd
Origine Perdue	121/196	Sepiatop	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/121.jpg?class=hd
Origine Perdue	122/196	Hoopa	3	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/122.jpg?class=hd
Origine Perdue	123/196	Farfurex de Hisui Radieux	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/123.jpg?class=hd
Origine Perdue	124/196	Steelix Radieux	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/124.jpg?class=hd
Origine Perdue	125/196	Archéomire	1	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/125.jpg?class=hd
Origine Perdue	126/196	Archéodong	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/126.jpg?class=hd
Origine Perdue	127/196	Limonde de Galar	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/127.jpg?class=hd
Origine Perdue	128/196	Magearna	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/128.jpg?class=hd
Origine Perdue	129/196	Berserkatt de Galar-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/129.jpg?class=hd
Origine Perdue	130/196	Giratina-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/130.jpg?class=hd
Origine Perdue	131/196	Giratina-VSTAR	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/131.jpg?class=hd
Origine Perdue	132/196	Mucuscule	1	1	-1	1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/132.jpg?class=hd
Origine Perdue	133/196	Colimucus de Hisui	2	1	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/133.jpg?class=hd
Origine Perdue	134/196	Muplodocus de Hisui	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/LOR/HD/134.jpg?class=hd
